data,evap,inso,prec,temp,umid,vent,volu
2000-04-14,2.5,7.2,0.0,24.52,83.5,933333.0,70.88
2000-04-15,2.3,5.3,2.9,23.72,84.5,766667.0,70.32
2000-04-16,2.4,4.4,0.0,22.32,79.5,1866667.0,69.71
2000-04-17,3.1,0.8,0.0,21.28,82.0,6.0,68.59
2000-04-18,2.1,5.5,0.0,22.16,82.0,533333.0,67.86
2000-04-19,1.7,0.1,0.0,21.68,99.5,0.0,67.1
2000-04-20,0.5,9.8,11.0,22.92,85.25,2033333.0,66.19
2000-04-21,2.5,10.6,0.0,19.44,73.0,2066667.0,65.21
2000-04-22,4.3,10.4,0.0,19.88,72.5,13.0,64.19
2000-04-23,3.6,6.3,0.0,18.92,80.25,533333.0,63.11
2000-04-24,2.9,9.5,0.0,19.56,72.0,666667.0,61.94
2000-04-25,2.5,7.1,0.0,18.6,77.75,1133333.0,60.89
2000-04-26,2.8,8.8,0.0,19.88,72.0,13.0,59.8
2000-04-27,2.6,9.8,0.0,19.2,72.75,533333.0,58.65
2000-04-28,2.7,9.7,0.0,20.0,72.75,0.0,58.65
2000-04-29,2.3,8.3,0.0,20.92,76.75,0.0,56.03
2000-04-30,2.4,7.5,0.0,21.16,85.5,0.0,54.57
2000-01-05,1.8,6.8,44.0,22.72,78.0,533333.0,53.26
2000-02-05,2.7,4.9,0.0,21.44,81.25,533333.0,51.86
2000-03-05,1.9,8.8,0.8,21.48,82.25,0.0,50.46
2000-04-05,2.2,9.5,0.0,21.8,81.75,433333.0,49.05
2000-05-05,2.0,9.6,0.0,21.64,78.25,0.0,47.59
2000-06-05,2.4,9.9,0.0,22.48,69.5,1533333.0,46.55
2000-07-05,3.3,0.0,0.5,19.6,93.25,13.0,45.47
2000-08-05,4.6,0.5,0.3,19.92,87.5,666667.0,44.35
2000-09-05,1.2,8.1,0.9,20.08,80.75,34.0,43.5
2000-10-05,3.8,9.9,0.0,17.6,65.75,11.0,42.8
2000-11-05,3.4,6.2,0.0,18.16,64.5,1.0,42.21
2000-05-13,2.3,6.2,0.0,18.24,73.5,0.0,40.31
2000-05-14,2.3,4.9,0.0,19.28,76.75,0.0,39.5
2000-05-15,1.8,6.3,0.0,18.4,76.75,0.0,39.05
2000-05-16,1.8,4.4,0.0,19.24,79.75,0.0,38.65
2000-05-17,1.3,8.3,0.0,21.76,62.0,0.0,38.02
2000-05-18,4.7,10.1,0.0,19.64,58.0,37.0,37.93
2000-05-19,5.0,6.8,0.0,17.24,72.25,0.0,37.63
2000-05-20,3.4,4.7,0.0,17.76,74.0,0.0,37.41
2000-05-21,2.8,0.0,0.0,17.08,70.5,0.0,37.15
2000-05-22,1.6,5.5,0.0,17.48,76.0,0.0,36.81
2000-05-23,2.9,7.7,0.0,16.76,76.5,0.0,35.86
2000-05-24,2.1,5.2,0.0,17.44,71.25,866667.0,35.21
2000-05-25,2.2,8.5,0.0,16.72,72.0,433333.0,34.43
2000-05-26,2.0,9.8,0.0,18.0,68.25,433333.0,33.7
2000-05-27,2.8,7.8,0.0,19.04,79.0,533333.0,33.16
2000-05-28,2.5,2.7,3.0,18.0,88.0,1533333.0,32.25
2000-05-29,2.0,8.9,0.0,15.88,72.75,666667.0,31.63
2000-05-30,2.1,6.0,0.0,15.08,76.0,433333.0,31.1
2000-05-31,1.9,9.2,0.0,16.48,72.75,1766667.0,30.48
2000-01-06,3.4,0.0,0.0,16.76,84.25,1.0,29.9
2000-02-06,1.4,0.2,0.0,17.2,78.75,533333.0,29.9
2000-03-06,1.8,5.6,0.0,18.24,78.5,1533333.0,29.73
2000-04-06,2.6,3.0,0.0,18.36,71.75,1133333.0,29.57
2000-05-06,1.8,9.8,0.0,15.68,80.5,0.0,29.49
2000-06-06,2.0,9.8,0.0,16.56,75.25,5.0,29.41
2000-07-06,2.2,9.7,0.0,17.2,72.25,533333.0,29.1
2000-08-06,2.2,9.6,0.0,16.28,70.75,0.0,28.9
2000-09-06,2.3,8.5,0.0,17.8,70.5,0.0,28.59
2000-10-06,2.9,7.3,0.0,19.44,80.5,1.0,28.19
2000-11-06,2.2,4.9,0.0,18.52,78.0,433333.0,27.99
2000-12-06,1.8,9.0,0.0,17.04,65.0,666667.0,27.64
2000-06-13,3.0,8.7,0.0,18.2,71.75,866667.0,27.28
2000-06-14,2.9,6.1,0.0,18.6,78.5,966667.0,26.85
2000-06-15,1.7,7.8,0.2,18.16,74.75,433333.0,26.22
2000-06-16,2.5,7.4,0.0,16.84,72.25,0.0,25.78
2000-06-17,2.1,9.3,0.0,17.0,67.75,533333.0,25.11
2000-06-18,2.7,9.1,0.0,18.32,79.0,533333.0,24.39
2000-06-19,2.5,3.5,0.0,19.08,79.25,0.0,23.64
2000-06-20,1.6,6.0,0.0,19.28,73.75,866667.0,22.86
2000-06-21,2.9,5.6,0.0,17.4,80.75,2533333.0,22.11
2000-06-22,3.1,9.6,0.0,14.64,57.5,966667.0,21.32
2000-06-23,3.0,7.9,0.0,12.32,68.25,0.0,20.54
2000-06-24,2.5,9.0,0.0,14.64,73.5,433333.0,19.69
2000-06-25,2.6,9.5,0.0,17.24,64.75,0.0,18.83
2000-06-26,2.7,9.3,0.0,18.64,64.75,0.0,17.86
2000-06-27,3.6,8.2,0.0,18.96,70.75,1.0,17.08
2000-06-28,3.1,8.5,0.0,18.92,69.25,12.0,16.13
2000-06-29,5.7,9.9,0.0,18.6,63.75,0.0,15.35
2000-06-30,3.2,4.1,0.0,18.28,68.5,3533333.0,14.88
2000-01-07,4.6,8.3,0.0,18.08,77.75,966667.0,13.5
2000-02-07,2.6,3.5,0.0,17.0,73.5,0.0,12.95
2000-03-07,2.4,3.8,0.0,17.36,77.25,13.0,12.26
2000-04-07,2.7,0.0,1.8,17.08,91.25,666667.0,11.68
2000-05-07,0.8,0.2,0.0,18.2,87.5,12.0,11.42
2000-06-07,1.3,6.6,0.0,18.76,74.5,1733333.0,11.42
2000-07-07,2.4,9.7,0.0,18.44,69.75,0.0,11.39
2000-08-07,2.3,9.5,0.0,19.16,72.25,1.0,11.14
2000-09-07,2.5,9.4,0.0,19.68,69.75,433333.0,11.08
2000-10-07,2.5,9.8,0.0,18.6,67.5,0.0,10.99
2000-11-07,2.6,9.7,0.0,19.36,65.0,0.0,11.11
2000-12-07,3.0,4.1,0.0,18.52,78.0,766667.0,11.11
2000-07-13,2.4,0.0,2.2,15.6,85.0,11.0,11.11
2000-07-14,1.4,0.0,0.4,13.6,87.75,2166667.0,11.74
2000-07-15,1.6,6.5,0.0,17.64,74.0,533333.0,13.14
2000-07-16,2.1,3.3,18.2,15.36,86.75,24.0,14.39
2000-07-17,2.3,10.0,0.2,11.48,55.0,2066667.0,15.21
2000-07-18,2.8,5.7,0.0,9.72,76.25,0.0,15.82
2000-07-19,1.6,5.6,0.0,13.72,56.75,533333.0,16.54
2000-07-20,2.9,7.8,0.0,13.6,66.5,0.0,16.74
2000-07-21,2.6,8.0,0.0,14.96,73.5,433333.0,16.74
2000-07-22,2.2,4.7,0.0,18.6,79.75,433333.0,16.47
2000-07-23,1.6,0.0,12.5,17.84,97.0,0.0,16.4
2000-07-24,0.5,0.0,15.5,14.24,87.75,666667.0,16.13
2000-07-25,1.3,0.0,0.5,14.04,88.75,0.0,15.99
2000-07-26,0.8,0.3,0.0,15.92,85.5,966667.0,15.79
2000-07-27,1.0,7.2,0.3,16.68,76.0,1533333.0,15.52
2000-07-28,2.8,6.5,0.0,15.8,70.0,7.0,15.25
2000-07-29,2.8,7.6,0.0,15.32,73.75,666667.0,14.78
2000-07-30,2.2,9.8,0.0,15.8,60.25,833333.0,14.55
2000-07-31,3.2,8.5,0.0,15.8,75.25,1633333.0,13.9
2000-01-08,3.3,6.7,0.0,18.48,64.75,666667.0,13.34
2000-02-08,3.8,8.9,0.0,18.0,68.0,666667.0,13.37
2000-03-08,2.9,6.2,0.0,18.44,76.75,0.0,13.57
2000-04-08,2.6,5.6,4.5,16.48,75.75,3533333.0,13.77
2000-05-08,2.6,2.7,0.0,14.68,70.0,2066667.0,14.32
2000-06-08,2.8,6.3,0.0,14.08,74.25,1.0,14.81
2000-07-08,2.3,7.2,0.0,17.28,73.75,1.0,15.48
2000-08-08,2.3,8.7,0.0,18.64,63.25,0.0,15.76
2000-09-08,3.1,7.3,0.0,17.64,69.5,533333.0,15.96
2000-10-08,3.5,2.7,0.0,17.6,79.5,766667.0,16.3
2000-11-08,2.8,0.3,0.0,16.36,82.75,5633333.0,16.64
2000-12-08,2.6,8.5,0.5,13.4,67.25,2866667.0,17.08
2000-08-13,3.8,4.7,0.0,13.56,68.5,1766667.0,17.46
2000-08-14,3.2,10.3,0.0,16.32,62.0,666667.0,17.63
2000-08-15,3.0,8.4,0.0,18.24,67.25,0.0,17.73
2000-08-16,2.8,1.6,1.2,18.12,86.25,14.0,17.86
2000-08-17,2.1,5.7,0.0,19.72,67.75,1533333.0,18.0
2000-08-18,2.6,5.0,14.0,19.28,82.5,1533333.0,18.34
2000-08-19,2.0,0.8,0.2,17.92,77.5,1066667.0,19.37
2000-08-20,1.2,6.3,0.0,19.88,71.75,0.0,19.79
2000-08-21,2.2,10.0,0.0,19.84,60.75,533333.0,20.04
2000-08-22,3.5,10.2,0.0,19.6,53.5,0.0,20.25
2000-08-23,4.4,9.0,0.0,19.92,53.75,433333.0,20.01
2000-08-24,3.9,10.0,0.0,20.8,51.25,0.0,20.11
2000-08-25,4.2,10.1,0.0,21.6,55.5,0.0,19.76
2000-08-26,4.4,8.6,0.0,22.76,54.25,0.0,20.01
2000-08-27,4.7,2.3,0.2,21.36,79.5,1633333.0,20.04
2000-08-28,2.5,0.0,2.0,17.92,76.0,43.0,20.18
2000-08-29,1.7,2.1,6.8,17.4,83.0,11.0,20.54
2000-08-30,1.8,2.4,0.0,19.6,74.5,13.0,21.35
2000-08-31,3.2,0.5,0.0,21.12,75.75,2133333.0,21.15
2000-01-09,2.8,5.2,0.0,21.44,78.25,14.0,22.41
2000-02-09,2.9,0.0,34.6,18.6,93.75,666667.0,23.53
2000-03-09,0.7,0.0,20.4,15.88,93.25,866667.0,25.22
2000-04-09,0.6,0.2,9.4,16.08,89.75,12.0,27.48
2000-05-09,0.8,0.3,2.0,17.16,80.25,12.0,29.65
2000-06-09,2.1,0.1,0.6,16.84,88.5,533333.0,30.97
2000-07-09,0.9,3.0,1.9,18.44,76.0,1633333.0,31.8
2000-08-09,2.9,6.4,0.0,20.32,61.25,2066667.0,32.42
2000-09-09,4.2,1.7,0.0,19.44,73.5,433333.0,32.87
2000-10-09,2.7,8.6,0.0,21.12,66.25,5.0,33.41
2000-11-09,3.3,9.4,0.0,22.52,63.5,0.0,33.37
2000-12-09,3.3,3.9,0.0,22.24,64.25,1033333.0,33.37
2000-09-13,3.3,2.9,0.5,22.28,75.25,866667.0,32.95
2000-09-14,2.6,4.4,0.0,22.24,79.25,2233333.0,32.75
2000-09-15,2.9,5.2,0.0,22.96,81.25,1433333.0,33.08
2000-09-16,1.6,0.7,2.7,21.04,88.75,666667.0,34.08
2000-09-17,2.1,2.3,2.9,20.0,86.5,22.0,34.51
2000-09-18,2.3,4.9,0.0,20.52,82.75,2966667.0,35.29
2000-09-19,3.3,5.9,0.0,23.12,67.25,666667.0,35.42
2000-09-20,3.0,9.0,0.0,23.0,66.75,2066667.0,35.73
2000-09-21,5.2,8.5,0.0,23.68,50.75,1766667.0,35.99
2000-09-22,5.9,8.8,0.0,22.08,66.5,31.0,36.07
2000-09-23,4.9,2.7,0.0,21.72,72.5,21.0,35.77
2000-09-24,3.0,9.6,0.0,24.36,49.75,2166667.0,35.68
2000-09-25,5.8,0.0,0.0,18.28,91.25,24.0,35.55
2000-09-26,0.7,0.0,4.7,15.4,85.5,2.0,35.73
2000-09-27,0.9,0.0,1.4,16.08,77.25,2633333.0,35.94
2000-09-28,2.2,0.9,0.0,19.32,62.0,2333333.0,35.99
2000-09-29,3.8,8.0,0.0,19.84,69.25,433333.0,36.03
2000-09-30,3.4,8.3,0.0,20.32,76.0,34.0,35.77
2000-01-10,3.0,3.3,0.0,20.04,79.25,766667.0,35.68
2000-02-10,2.6,8.4,0.0,23.88,52.5,966667.0,35.39
2000-03-10,3.7,10.2,0.0,24.68,53.75,1333333.0,34.91
2000-04-10,5.1,7.4,0.0,24.32,68.0,17.0,33.92
2000-05-10,5.0,2.5,2.8,21.68,85.25,2533333.0,33.08
2000-06-10,1.7,1.9,11.2,21.52,83.5,1933333.0,32.62
2000-07-10,2.3,0.3,2.2,20.76,77.5,24.0,32.13
2000-08-10,2.1,0.0,0.0,20.0,86.25,1433333.0,31.51
2000-09-10,1.3,0.4,0.5,21.88,79.0,1033333.0,30.31
2000-10-10,2.4,6.6,0.0,23.08,72.25,1433333.0,29.22
2000-11-10,3.8,7.7,0.0,24.48,67.5,22.0,28.23
2000-12-10,5.0,7.9,0.0,25.84,56.25,533333.0,27.01
2000-10-13,5.0,10.3,0.0,24.84,59.75,26.0,25.56
2000-10-14,5.8,9.0,0.0,24.24,68.75,22.0,24.77
2000-10-15,5.4,5.1,0.0,24.24,68.25,2833333.0,23.42
2000-10-16,4.7,4.3,0.0,25.04,67.25,2733333.0,22.3
2000-10-17,4.1,8.8,0.0,24.56,64.5,0.0,21.04
2000-10-18,4.2,8.6,0.0,26.44,53.75,433333.0,19.15
2000-10-19,5.0,9.6,0.0,25.52,69.5,1866667.0,17.76
2000-10-20,5.2,0.1,0.0,24.12,73.0,5.0,16.36
2000-10-21,1.8,8.6,0.0,24.84,67.5,2433333.0,14.97
2000-10-22,4.6,6.2,0.0,25.84,68.75,17.0,13.31
2000-10-23,3.9,6.0,0.0,24.76,73.0,1633333.0,11.49
2000-10-24,4.4,5.8,28.2,24.84,70.5,1866667.0,9.76
2000-10-25,4.1,6.9,0.0,25.44,72.25,3133333.0,8.61
2000-10-26,4.0,9.4,0.0,25.4,63.5,2066667.0,7.86
2000-10-27,5.6,8.2,0.0,25.72,51.25,1533333.0,6.72
2000-10-28,5.5,0.3,0.0,20.04,94.75,1633333.0,5.53
2000-10-29,0.9,1.5,14.5,19.2,80.75,2433333.0,5.41
2000-10-30,2.7,0.8,0.2,20.56,68.5,24.0,4.44
2000-10-31,3.1,6.8,0.0,22.92,69.5,19.0,4.06
2000-01-11,4.0,7.4,0.0,22.8,70.25,1833333.0,3.92
2000-02-11,5.6,9.9,0.0,24.96,54.25,966667.0,4.06
2000-03-11,5.3,7.7,0.0,24.16,72.75,0.0,4.18
2000-04-11,3.2,2.3,4.2,23.16,76.75,1533333.0,4.58
2000-05-11,3.5,0.9,0.0,23.36,82.25,866667.0,4.98
2000-06-11,1.7,1.5,23.0,23.56,82.25,1933333.0,5.47
2000-07-11,2.5,0.0,4.0,21.6,82.75,1.0,6.09
2000-08-11,1.6,9.6,3.4,21.56,67.0,3033333.0,6.27
2000-09-11,5.0,8.6,0.0,23.64,55.25,1266667.0,7.17
2000-10-11,4.8,8.8,0.0,23.56,69.0,666667.0,7.41
2000-11-11,3.0,7.1,2.7,24.24,80.25,16.0,7.97
2000-12-11,2.8,0.1,3.6,23.2,86.0,933333.0,8.57
2000-11-13,1.6,0.3,1.0,24.36,85.0,0.0,9.1
2000-11-14,1.0,0.0,3.2,22.08,89.5,0.0,9.7
2000-11-15,0.9,3.9,58.4,21.24,72.25,2766667.0,10.83
2000-11-16,3.5,5.8,0.0,22.72,66.5,2833333.0,11.55
2000-11-17,5.0,6.2,0.0,23.32,68.5,3166667.0,12.33
2000-11-18,3.4,0.0,4.2,20.2,89.75,1966667.0,14.06
2000-11-19,1.4,0.0,42.0,19.8,93.25,866667.0,16.23
2000-11-20,1.2,5.5,4.8,22.48,74.5,666667.0,18.3
2000-11-21,2.7,2.9,0.1,22.2,86.5,1533333.0,19.69
2000-11-22,0.8,1.8,52.2,23.12,82.0,866667.0,21.71
2000-11-23,2.5,3.0,0.0,23.44,83.75,16.0,24.03
2000-11-24,1.8,7.3,0.1,25.68,59.75,1866667.0,26.65
2000-11-25,4.5,9.4,0.0,25.44,64.0,24.0,28.9
2000-11-26,4.3,0.5,10.7,22.36,87.5,866667.0,30.15
2000-11-27,1.3,4.4,1.2,22.64,81.0,433333.0,31.1
2000-11-28,1.5,4.5,4.2,23.58,80.25,1666667.0,32.42
2000-11-29,2.2,4.1,0.0,23.96,79.5,866667.0,33.7
2000-11-30,2.5,2.8,2.2,22.88,83.5,433333.0,34.74
2000-01-12,1.9,0.9,58.3,22.4,91.75,24.0,36.12
2000-02-12,1.4,4.0,25.5,22.68,75.25,2066667.0,38.19
2000-03-12,2.7,3.4,0.1,22.64,87.75,6.0,40.05
2000-04-12,1.7,1.2,21.6,22.88,93.25,12.0,40.99
2000-05-12,0.8,2.0,7.8,22.6,92.75,3033333.0,41.49
2000-06-12,1.5,4.9,26.3,22.28,73.5,2833333.0,42.03
2000-07-12,2.4,2.2,0.0,23.16,67.75,2.0,42.03
2000-08-12,4.2,9.2,0.0,24.84,64.5,1333333.0,41.3
2000-09-12,4.6,11.7,0.0,26.0,56.25,533333.0,40.36
2000-10-12,5.0,1.0,0.0,23.8,77.25,15.0,39.01
2000-11-12,2.0,7.6,8.5,24.36,71.75,1866667.0,38.1
2000-12-12,3.8,7.7,0.0,25.64,63.75,14.0,36.72
2000-12-13,4.0,7.6,0.0,26.2,66.5,1533333.0,35.68
2000-12-14,3.9,2.1,0.0,26.0,74.25,12.0,34.65
2000-12-15,3.5,9.7,0.0,27.68,56.25,33.0,33.46
2000-12-16,8.8,2.6,0.0,27.96,64.75,2033333.0,32.42
2000-12-17,5.0,0.0,7.7,21.68,93.75,1866667.0,32.09
2000-12-18,0.7,0.0,24.3,20.32,87.5,13.0,35.29
2000-12-19,0.8,0.8,3.2,22.0,85.25,1266667.0,39.19
2000-12-20,1.2,0.9,14.8,23.08,85.0,23.0,43.36
2000-12-21,2.5,8.8,0.5,24.08,68.0,12.0,45.57
2000-12-22,3.7,9.4,0.0,24.52,75.5,2366667.0,45.8
2000-12-23,2.3,8.7,74.2,24.44,74.5,1533333.0,46.27
2000-12-24,2.7,9.0,7.8,25.48,74.75,966667.0,47.3
2000-12-25,2.2,5.4,30.8,25.16,75.75,1066667.0,48.03
2000-12-26,2.8,0.8,0.0,24.4,75.25,1866667.0,49.39
2000-12-27,2.2,3.2,1.9,25.12,78.75,0.0,52.76
2000-12-28,1.8,4.5,21.9,25.68,71.5,15.0,56.04
2000-12-29,2.5,4.4,11.0,25.52,83.25,1433333.0,58.34
2000-12-30,1.7,2.5,1.5,24.88,85.0,0.0,60.22
2000-12-31,1.0,2.3,16.8,24.76,88.0,1.0,61.57
2001-01-01,1.8,2.2,21.0,23.48,84.75,1433333.0,63.05
2001-02-01,1.5,4.4,3.7,23.24,70.0,23.0,64.46
2001-03-01,2.6,1.0,3.0,22.44,84.25,433333.0,65.54
2001-04-01,1.8,7.1,1.5,23.68,77.0,533333.0,65.86
2001-05-01,2.1,7.1,11.0,22.84,79.0,11.0,66.67
2001-06-01,2.2,7.1,1.7,24.8,68.75,433333.0,67.59
2001-07-01,2.9,6.8,0.0,25.64,62.25,11.0,68.03
2001-08-01,4.0,6.5,0.0,24.88,74.75,533333.0,67.8
2001-09-01,3.0,10.0,1.2,24.24,70.75,2666667.0,67.59
2001-10-01,4.5,5.8,0.0,23.36,79.25,22.0,67.1
2001-11-01,2.9,5.4,0.9,25.96,58.5,0.0,66.29
2001-12-01,3.8,7.7,0.0,24.36,70.5,866667.0,65.38
2001-01-13,3.6,10.5,1.5,26.04,58.75,2666667.0,64.57
2001-01-14,4.6,9.4,0.0,24.96,70.75,24.0,64.24
2001-01-15,3.8,8.8,2.2,25.16,58.5,1733333.0,63.54
2001-01-16,4.9,12.0,0.0,25.96,55.75,23.0,62.78
2001-01-17,5.3,12.3,0.0,25.76,48.75,966667.0,61.63
2001-01-18,5.7,11.9,0.0,26.44,55.5,1766667.0,60.74
2001-01-19,5.8,11.0,0.0,26.8,56.0,14.0,58.97
2001-01-20,5.0,6.9,0.0,24.68,76.0,23.0,58.03
2001-01-21,2.7,4.2,4.7,23.48,78.0,866667.0,57.09
2001-01-22,2.1,4.0,1.2,23.56,84.75,1266667.0,56.74
2001-01-23,2.0,4.1,0.5,24.24,91.25,1766667.0,56.09
2001-01-24,0.7,2.4,38.8,23.92,84.25,1333333.0,56.19
2001-01-25,2.4,1.8,0.2,24.12,77.0,533333.0,57.35
2001-01-26,1.9,3.1,1.2,26.0,73.0,0.0,58.65
2001-01-27,2.2,7.1,0.0,25.32,85.25,1966667.0,59.64
2001-01-28,2.4,3.9,4.5,25.04,68.75,1433333.0,59.8
2001-01-29,2.4,9.9,0.0,24.2,78.25,1533333.0,59.07
2001-01-30,3.6,4.9,17.8,23.6,79.5,2533333.0,59.07
2001-01-31,2.2,4.7,15.9,23.68,82.25,0.0,59.85
2001-01-02,2.2,6.2,11.2,23.64,85.0,433333.0,60.89
2001-02-02,1.7,8.6,6.2,24.08,79.5,433333.0,61.36
2001-03-02,3.0,8.1,0.6,24.64,77.5,1033333.0,61.88
2001-04-02,2.8,4.2,1.5,24.28,84.25,866667.0,61.78
2001-05-02,2.0,4.7,0.8,24.6,85.25,0.0,61.73
2001-06-02,1.6,5.1,26.5,25.64,72.75,766667.0,61.57
2001-07-02,2.6,7.8,3.9,25.52,78.5,533333.0,62.2
2001-08-02,1.7,1.4,26.2,24.8,83.25,766667.0,63.43
2001-09-02,2.0,0.5,9.7,25.0,70.75,5.0,63.97
2001-10-02,1.6,4.8,1.8,23.88,81.75,1433333.0,64.03
2001-11-02,1.9,2.0,27.4,24.88,69.25,1066667.0,65.0
2001-12-02,2.1,2.0,0.0,24.0,80.0,31.0,65.16
2001-02-13,2.6,6.3,4.9,24.28,73.5,666667.0,66.4
2001-02-14,2.5,10.4,0.0,26.2,64.25,533333.0,66.72
2001-02-15,3.1,9.5,0.0,25.56,63.75,666667.0,66.94
2001-02-16,3.6,10.1,0.8,24.8,75.75,533333.0,65.7
2001-02-17,3.0,7.1,18.3,23.2,81.25,0.0,67.64
2001-02-18,1.2,6.6,47.8,24.24,83.25,533333.0,68.87
2001-02-19,1.8,10.3,1.7,26.0,69.5,966667.0,69.82
2001-02-20,3.4,8.9,0.0,25.44,67.5,1633333.0,68.81
2001-02-21,3.4,10.4,0.0,25.48,66.0,1.0,67.64
2001-02-22,3.7,5.0,0.0,25.2,67.75,533333.0,66.62
2001-02-23,2.9,7.5,0.0,25.64,67.0,866667.0,65.97
2001-02-24,3.0,10.1,0.0,26.24,64.0,966667.0,64.89
2001-02-25,4.2,10.8,0.0,26.24,58.75,16.0,64.13
2001-02-26,4.6,11.5,0.0,26.8,58.5,1966667.0,63.43
2001-02-27,5.1,6.5,0.0,25.36,62.25,2633333.0,62.62
2001-02-28,4.5,7.7,0.0,25.0,67.25,1633333.0,61.57
2001-01-03,3.8,10.3,0.0,25.04,63.0,2066667.0,59.75
2001-02-03,5.1,5.9,0.0,24.96,59.0,14.0,58.6
2001-03-03,4.4,8.9,0.0,23.84,69.0,13.0,57.56
2001-04-03,3.6,8.7,0.0,24.12,62.25,1066667.0,56.69
2001-05-03,4.2,8.4,0.0,23.68,68.5,1766667.0,55.83
2001-06-03,3.9,9.7,3.0,24.92,69.5,433333.0,54.68
2001-07-03,3.5,6.7,0.0,26.44,63.5,2166667.0,53.37
2001-08-03,3.5,1.0,0.8,24.72,80.5,12.0,52.01
2001-09-03,2.9,1.2,2.0,24.16,86.0,533333.0,50.6
2001-10-03,0.9,2.5,3.4,23.52,84.25,1533333.0,50.17
2001-11-03,2.3,5.9,11.7,24.32,81.5,866667.0,50.22
2001-12-03,1.8,2.4,16.8,23.76,83.0,533333.0,50.22
2001-03-13,2.1,10.0,0.2,25.88,65.0,24.0,48.95
2001-03-14,4.7,6.7,0.0,25.28,76.25,0.0,48.32
2001-03-15,2.5,11.0,2.9,25.64,64.5,866667.0,47.69
2001-03-16,3.8,10.3,0.0,25.8,64.5,533333.0,46.55
2001-03-17,3.1,9.4,0.0,25.84,71.75,12.0,45.66
2001-03-18,3.6,5.5,30.0,22.96,84.5,433333.0,44.91
2001-03-19,1.3,4.3,24.3,22.56,76.5,0.0,43.88
2001-03-20,2.0,4.7,0.0,22.4,85.75,533333.0,43.5
2001-03-21,1.2,7.8,4.4,23.2,75.0,12.0,44.25
2001-03-22,2.0,7.3,0.0,24.96,67.25,533333.0,44.49
2001-03-23,3.0,9.1,0.0,25.48,66.75,666667.0,43.03
2001-03-24,3.2,9.7,0.0,25.16,67.25,866667.0,42.16
2001-03-25,3.3,10.2,0.0,25.36,61.5,19.0,41.39
2001-03-26,4.3,8.7,0.0,24.24,67.25,966667.0,39.95
2001-03-27,3.6,4.6,0.0,23.68,79.25,13.0,38.28
2001-03-28,1.6,3.5,23.8,22.76,83.5,21.0,37.33
2001-03-29,1.3,1.9,25.1,22.28,85.75,0.0,37.55
2001-03-30,1.2,0.0,25.9,21.4,88.75,533333.0,38.97
2001-03-31,0.8,6.7,5.0,22.6,80.5,13.0,40.05
2001-01-04,1.6,4.9,0.0,22.68,84.0,866667.0,40.27
2001-02-04,1.5,7.7,7.3,22.0,80.75,21.0,40.32
2001-03-04,2.1,4.8,14.6,23.0,84.5,1866667.0,40.72
2001-04-04,1.4,6.7,22.1,23.08,77.0,2366667.0,41.81
2001-05-04,2.0,5.9,1.1,23.76,77.75,1066667.0,43.22
2001-06-04,2.3,6.7,0.1,24.52,76.0,533333.0,44.49
2001-07-04,1.9,8.2,10.2,24.36,73.25,1133333.0,45.52
2001-08-04,2.1,7.1,0.0,23.44,76.5,1866667.0,45.52
2001-09-04,1.4,4.5,0.3,23.6,75.75,433333.0,45.61
2001-10-04,1.9,3.5,0.0,24.2,76.0,0.0,45.43
2001-11-04,1.3,8.6,0.0,25.44,74.5,22.0,43.97
2001-12-04,3.0,1.7,1.2,21.92,74.75,17.0,43.46
2001-04-13,1.6,6.6,0.0,20.52,67.5,966667.0,43.09
2001-04-14,2.8,9.2,0.0,21.08,73.0,18.0,42.35
2001-04-15,2.6,8.0,0.0,22.64,64.0,23.0,41.44
2001-04-16,3.0,6.3,0.0,21.2,75.25,866667.0,40.54
2001-04-17,2.4,10.2,1.0,21.56,68.75,1166667.0,39.46
2001-04-18,3.1,10.0,0.0,21.32,70.0,1466667.0,38.43
2001-04-19,3.7,9.7,0.0,22.4,68.75,433333.0,37.42
2001-04-20,1.7,8.5,0.0,22.6,70.5,533333.0,36.68
2001-04-21,2.1,9.6,0.0,23.04,61.0,0.0,35.6
2001-04-22,3.1,6.8,0.0,23.24,71.75,766667.0,34.69
2001-04-23,2.5,7.8,0.4,24.68,74.0,833333.0,33.41
2001-04-24,2.2,10.2,0.0,23.56,66.0,433333.0,32.84
2001-04-25,3.2,8.8,0.0,23.8,72.75,1666667.0,32.26
2001-04-26,3.4,5.4,0.0,22.72,78.0,966667.0,30.73
2001-04-27,1.6,8.7,0.2,22.2,69.25,0.0,29.49
2001-04-28,2.7,10.0,0.0,22.24,68.0,533333.0,28.2
2001-04-29,2.7,9.3,0.0,22.2,58.5,433333.0,26.86
2001-04-30,3.1,9.0,0.0,22.24,68.0,12.0,25.64
2001-01-05,4.0,9.6,0.0,23.4,66.0,12.0,24.66
2001-02-05,3.1,9.3,0.0,23.56,67.25,0.0,24.06
2001-03-05,2.5,10.1,0.0,23.96,62.75,0.0,23.42
2001-04-05,3.0,7.9,0.0,24.44,65.25,5.0,22.67
2001-05-05,2.2,1.2,0.0,19.88,76.75,12.0,21.57
2001-06-05,3.1,9.3,0.3,18.36,50.75,43.0,21.64
2001-07-05,5.9,9.5,0.0,19.44,61.75,5933333.0,20.89
2001-08-05,3.5,9.4,0.0,18.2,71.5,766667.0,20.18
